word,pitches,label
to,"[442922.96875, 0, 0, 0, 0]",0
those,"[442922.96875, 0, 0, 0, 0]",0
of,"[378040.5625, 0, 0, 0, 0]",0
interior,"[378040.5625, 368793.84375, 0, 0, 0]",1
"alabama,","[368793.84375, 359267.34375, 0, 0, 0]",1
Mississippi,"[385713.90625, 0, 0, 0, 0]",1
and,"[424033.5625, 402670.96875, 0, 0, 0]",0
Georgia.,"[383791.90625, 382707.96875, 0, 0, 0]",1
Philby,"[399593.6875, 0, 0, 0, 0]",1
has,"[408983.78125, 0, 0, 0, 0]",0
been,"[408983.78125, 0, 0, 0, 0]",0
a,"[403166.59375, 0, 0, 0, 0]",0
regular,"[403166.59375, 0, 0, 0, 0]",1
member,"[420969.5625, 368298.46875, 0, 0, 0]",1
of,"[368298.46875, 386999.21875, 0, 0, 0]",0
the,"[386999.21875, 0, 0, 0, 0]",0
England,"[367275.96875, 0, 0, 0, 0]",1
7's,"[367275.96875, 395112.875, 0, 0, 0]",0
team.,"[401290.90625, 0, 0, 0, 0]",1
He,"[424622.9375, 0, 0, 0, 0]",0
knew,"[424622.9375, 0, 0, 0, 0]",0
the,"[477640.78125, 0, 0, 0, 0]",0
woman,"[398500.375, 0, 0, 0, 0]",1
criminal,"[398500.375, 391985.34375, 0, 0, 0]",1
of,"[393720.71875, 0, 0, 0, 0]",0
his,"[393720.71875, 0, 0, 0, 0]",0
country.,"[393720.71875, 375581.71875, 0, 0, 0]",1
"Brutal,","[371445.34375, 385884.59375, 0, 0, 0]",1
"passionate,","[339283.84375, 0, 0, 0, 0]",1
treacherous.,"[339311.53125, 382352.625, 0, 0, 0]",1
It,"[382457.90625, 0, 0, 0, 0]",0
is,"[382457.90625, 0, 0, 0, 0]",0
widely,"[395630.5625, 493700.25, 0, 0, 0]",1
considered,"[493700.25, 440648.03125, 0, 0, 0]",1
to,"[418684.78125, 0, 0, 0, 0]",0
be,"[418684.78125, 0, 0, 0, 0]",0
the,"[401801.53125, 0, 0, 0, 0]",0
first,"[401801.53125, 405668.78125, 0, 0, 0]",1
grunge,"[367769.125, 371239.5625, 0, 0, 0]",1
record.,"[371239.5625, 0, 0, 0, 0]",1
They,"[376678.15625, 0, 0, 0, 0]",0
had,"[376678.15625, 0, 0, 0, 0]",0
two,"[390740.65625, 0, 0, 0, 0]",1
"daughters,","[413114.6875, 392536.9375, 0, 0, 0]",1
Mandy,"[357694.8125, 368091.21875, 0, 0, 0]",1
and,"[386221.40625, 371719.5, 427044.90625, 0, 0]",0
Jessica.,"[427044.90625, 0, 0, 0, 0]",1
Hearing,"[427109.40625, 0, 0, 0, 0]",1
of,"[401232.75, 0, 0, 0, 0]",0
the,"[401232.75, 0, 0, 0, 0]",0
"Bill,","[350076.4375, 0, 0, 0, 0]",1
Georgie,"[392679.78125, 0, 0, 0, 0]",1
Russell,"[392679.78125, 0, 0, 0, 0]",1
rides,"[395977.28125, 411845.84375, 0, 0, 0]",1
to,"[367054.90625, 0, 0, 0, 0]",0
Philadelphia,"[367054.90625, 366685.9375, 0, 0, 0]",1
to,"[366685.9375, 377887.375, 0, 0, 0]",0
fetch,"[398899.875, 0, 0, 0, 0]",1
croquette.,"[372198.59375, 411292.71875, 0, 0, 0]",1
He,"[406000.53125, 0, 0, 0, 0]",0
encouraged,"[397077.9375, 402842.4375, 375273.59375, 0, 0]",1
selflessness,"[375273.59375, 397684.15625, 0, 0, 0]",1
and,"[383070.6875, 410582.25, 357310.78125, 0, 0]",0
hard,"[357310.78125, 0, 0, 0, 0]",1
"work,","[388652.25, 370222.0625, 0, 0, 0]",1
over,"[374396.40625, 0, 0, 0, 0]",0
competitiveness,"[374396.40625, 380440.34375, 0, 0, 0]",1
and,"[398353.21875, 395989.71875, 394422.96875, 0, 0]",0
idleness.,"[394422.96875, 383552.28125, 0, 0, 0]",1
The,"[346511.90625, 409250.3125, 396038.46875, 0, 0]",0
local,"[396038.46875, 0, 0, 0, 0]",1
economy,"[394771.9375, 422281.53125, 0, 0, 0]",1
is,"[422281.53125, 409844.78125, 0, 0, 0]",0
mainly,"[409844.78125, 0, 0, 0, 0]",1
supported,"[397146.53125, 345712.75, 0, 0, 0]",1
by,"[391377.3125, 0, 0, 0, 0]",0
farming.,"[391377.3125, 412511.96875, 0, 0, 0]",1
The,"[340557.46875, 370007.1875, 395901.40625, 0, 0]",0
party's,"[395901.40625, 390784.75, 0, 0, 0]",1
current,"[388259.90625, 0, 0, 0, 0]",1
leader,"[388259.90625, 0, 0, 0, 0]",1
is,"[406279.15625, 414207.125, 0, 0, 0]",0
Elizabeth,"[378714.4375, 414094.1875, 0, 0, 0]",1
Hanson.,"[414094.1875, 378824.3125, 0, 0, 0]",1
Algebra,"[434737.0625, 359012.53125, 0, 0, 0]",1
is,"[359012.53125, 0, 0, 0, 0]",0
a,"[396091.84375, 0, 0, 0, 0]",0
foundation,"[396091.84375, 404759.3125, 0, 0, 0]",1
of,"[389979.84375, 0, 0, 0, 0]",0
machine,"[419220.625, 0, 0, 0, 0]",1
learning.,"[389618.5, 383454.8125, 0, 0, 0]",1
Russia,"[396146.375, 0, 0, 0, 0]",1
and,"[394112.84375, 371754.4375, 340091.21875, 0, 0]",0
China.,"[340091.21875, 357277.96875, 0, 0, 0]",1
Use,"[374931.84375, 0, 0, 0, 0]",0
this,"[383306.40625, 0, 0, 0, 0]",0
as,"[386254.59375, 0, 0, 0, 0]",0
a,"[386254.59375, 0, 0, 0, 0]",0
source,"[342303.40625, 0, 0, 0, 0]",1
for,"[342303.40625, 0, 0, 0, 0]",0
germanium.,"[354894.28125, 378710.90625, 406075.78125, 0, 0]",1
Joring,"[403537.46875, 0, 0, 0, 0]",1
Hands,"[420272.5625, 405045.46875, 0, 0, 0]",1
has,"[405045.46875, 399937.84375, 0, 0, 0]",0
been,"[372587.53125, 0, 0, 0, 0]",0
referenced,"[393369.09375, 443690.71875, 0, 0, 0]",1
and,"[443690.71875, 428249.625, 0, 0, 0]",0
copied,"[428249.625, 0, 0, 0, 0]",1
many,"[438720.25, 0, 0, 0, 0]",1
times,"[361423.21875, 0, 0, 0, 0]",1
by,"[358186.0625, 0, 0, 0, 0]",0
artists,"[330368.53125, 388939.46875, 0, 0, 0]",1
in,"[388939.46875, 403980.75, 0, 0, 0]",0
different,"[403980.75, 0, 0, 0, 0]",1
ways.,"[415698.34375, 0, 0, 0, 0]",1
He,"[421863.1875, 0, 0, 0, 0]",0
had,"[421863.1875, 0, 0, 0, 0]",0
not,"[381941.5625, 0, 0, 0, 0]",0
a,"[381941.5625, 0, 0, 0, 0]",0
grain,"[365343.34375, 400426.21875, 0, 0, 0]",1
of,"[400426.21875, 0, 0, 0, 0]",0
physical,"[419012.6875, 0, 0, 0, 0]",1
fear.,"[373646.09375, 0, 0, 0, 0]",1
because,"[347523.1875, 0, 0, 0, 0]",0
I'll,"[397475.15625, 404855.59375, 0, 0, 0]",1
give,"[404855.59375, 0, 0, 0, 0]",1
you,"[404855.59375, 0, 0, 0, 0]",0
a,"[392092.15625, 0, 0, 0, 0]",0
good,"[392092.15625, 0, 0, 0, 0]",1
"screenplay,","[392092.15625, 398591.09375, 0, 0, 0]",1
or,"[339430.46875, 0, 0, 0, 0]",0
Acesan,"[339430.46875, 409651.84375, 0, 0, 0]",1
Syropology,"[387297.875, 385453.03125, 0, 0, 0]",1
"said,","[385453.03125, 395464.5625, 392291.15625, 0, 0]",0
How,"[397501.8125, 0, 0, 0, 0]",0
far,"[397501.8125, 0, 0, 0, 0]",1
can,"[409379.375, 0, 0, 0, 0]",0
we,"[409379.375, 0, 0, 0, 0]",0
build,"[378967.09375, 0, 0, 0, 0]",1
it,"[378967.09375, 0, 0, 0, 0]",0
up?,"[384872.59375, 0, 0, 0, 0]",1
Emma,"[422865.625, 0, 0, 0, 0]",1
is,"[386456.09375, 0, 0, 0, 0]",0
running,"[386456.09375, 0, 0, 0, 0]",1
the,"[439618.9375, 0, 0, 0, 0]",0
third,"[439618.9375, 0, 0, 0, 0]",1
race,"[416337.28125, 0, 0, 0, 0]",1
today.,"[441951.84375, 0, 0, 0, 0]",1
I,"[409469.84375, 0, 0, 0, 0]",0
will,"[409469.84375, 0, 0, 0, 0]",0
deny,"[424034.84375, 0, 0, 0, 0]",1
it,"[445731.15625, 0, 0, 0, 0]",0
till,"[430463.75, 0, 0, 0, 0]",0
I,"[430463.75, 0, 0, 0, 0]",0
die,"[398773.65625, 0, 0, 0, 0]",1
because,"[367574.09375, 401157.03125, 0, 0, 0]",0
I,"[401157.03125, 0, 0, 0, 0]",0
love,"[396894.28125, 0, 0, 0, 0]",1
my,"[428025.3125, 0, 0, 0, 0]",0
people.,"[428025.3125, 365841.28125, 0, 0, 0]",1
Players,"[407499.96875, 0, 0, 0, 0]",1
just,"[401445.71875, 0, 0, 0, 0]",0
turn,"[401445.71875, 0, 0, 0, 0]",1
the,"[397163.71875, 0, 0, 0, 0]",0
digital,"[397163.71875, 0, 0, 0, 0]",1
crown,"[368239.5625, 0, 0, 0, 0]",1
to,"[452601.28125, 0, 0, 0, 0]",0
drive,"[414280.40625, 0, 0, 0, 0]",1
the,"[375570.15625, 0, 0, 0, 0]",0
car,"[375570.15625, 0, 0, 0, 0]",1
to,"[424006.375, 0, 0, 0, 0]",0
switch,"[424006.375, 0, 0, 0, 0]",1
lanes.,"[399025.34375, 0, 0, 0, 0]",1
Membership,"[406419.34375, 411622.75, 0, 0, 0]",1
is,"[411622.75, 0, 0, 0, 0]",0
through,"[364415.25, 0, 0, 0, 0]",0
appointment,"[396101.15625, 0, 0, 0, 0]",1
by,"[404159.84375, 0, 0, 0, 0]",0
the,"[404159.84375, 0, 0, 0, 0]",0
supervisors.,"[390239.375, 415130.65625, 0, 0, 0]",1
Kudaka,"[455219.28125, 442154.53125, 0, 0, 0]",1
also,"[442154.53125, 411534.15625, 362029.15625, 0, 0]",1
urged,"[400232.84375, 361428.34375, 0, 0, 0]",1
the,"[361428.34375, 0, 0, 0, 0]",0
country,"[379737.53125, 396974.125, 0, 0, 0]",1
to,"[396974.125, 397944.53125, 0, 0, 0]",0
become,"[367209.9375, 0, 0, 0, 0]",1
a,"[373355.90625, 0, 0, 0, 0]",0
source,"[401541.15625, 397904.84375, 0, 0, 0]",1
of,"[397904.84375, 0, 0, 0, 0]",0
enlightenment,"[397904.84375, 384541.6875, 0, 0, 0]",1
and,"[402779.21875, 381361.96875, 0, 0, 0]",0
virtue.,"[364840.59375, 345045.65625, 0, 0, 0]",1
What,"[396557.40625, 0, 0, 0, 0]",0
had,"[396557.40625, 0, 0, 0, 0]",0
once,"[408624.15625, 0, 0, 0, 0]",0
been,"[349737.28125, 0, 0, 0, 0]",0
a,"[349737.28125, 0, 0, 0, 0]",0
three,"[410098.46875, 0, 0, 0, 0]",1
-month,"[382943.3125, 0, 0, 0, 0]",1
hike,"[382943.3125, 0, 0, 0, 0]",1
for,"[400883.875, 405822.03125, 0, 0, 0]",0
many,"[421232.53125, 0, 0, 0, 0]",1
flat,"[421232.53125, 0, 0, 0, 0]",1
boaters,"[370212.96875, 378363.375, 0, 0, 0]",1
now,"[378363.375, 421649.34375, 0, 0, 0]",0
took,"[457416.9375, 0, 0, 0, 0]",0
only,"[381694.34375, 0, 0, 0, 0]",0
days?,"[401315.28125, 0, 0, 0, 0]",0
and,"[415866.90625, 0, 0, 0, 0]",0
agreement,"[415866.90625, 0, 0, 0, 0]",1
was,"[443839.78125, 0, 0, 0, 0]",0
also,"[385779.78125, 0, 0, 0, 0]",1
reached,"[445560.5, 443963.03125, 0, 0, 0]",1
about,"[443963.03125, 380012.875, 0, 0, 0]",0
improving,"[380012.875, 436835.53125, 0, 0, 0]",1
access,"[415976.78125, 0, 0, 0, 0]",1
to,"[373501.3125, 0, 0, 0, 0]",0
the,"[373501.3125, 0, 0, 0, 0]",0
station.,"[386149.28125, 0, 0, 0, 0]",1
five,"[374287.96875, 0, 0, 0, 0]",1
years,"[377393.78125, 0, 0, 0, 0]",1
later.,"[377393.78125, 364303.28125, 0, 0, 0]",1
He,"[352330.84375, 0, 0, 0, 0]",0
took,"[352330.84375, 0, 0, 0, 0]",0
him,"[352330.84375, 0, 0, 0, 0]",0
to,"[372473.40625, 0, 0, 0, 0]",0
Dresden.,"[372473.40625, 414198.09375, 0, 0, 0]",1
At,"[373374.59375, 0, 0, 0, 0]",0
the,"[373374.59375, 0, 0, 0, 0]",0
"time,","[395850.125, 395003.96875, 0, 0, 0]",1
it,"[406269.78125, 0, 0, 0, 0]",0
was,"[406269.78125, 0, 0, 0, 0]",0
widely,"[354082.59375, 0, 0, 0, 0]",1
believed,"[392804.5625, 390405.34375, 0, 0, 0]",1
that,"[390405.34375, 0, 0, 0, 0]",0
tuberculosis,"[392094.34375, 424305.53125, 425561.96875, 0, 0]",1
was,"[425561.96875, 0, 0, 0, 0]",0
an,"[425561.96875, 0, 0, 0, 0]",0
inherited,"[421436.5625, 366922.78125, 0, 0, 0]",1
disease.,"[366922.78125, 326695.4375, 0, 0, 0]",1
This,"[416031.78125, 0, 0, 0, 0]",0
song,"[416031.78125, 0, 0, 0, 0]",1
is,"[421947.6875, 0, 0, 0, 0]",0
currently,"[421947.6875, 0, 0, 0, 0]",1
played,"[357880.78125, 0, 0, 0, 0]",1
by,"[373713.59375, 386224.21875, 0, 0, 0]",0
Ohio's,"[386224.21875, 408658.25, 0, 0, 0]",1
"Pride,","[393270.21875, 0, 0, 0, 0]",1
the,"[420703.71875, 0, 0, 0, 0]",0
University,"[420703.71875, 0, 0, 0, 0]",1
of,"[443862.65625, 0, 0, 0, 0]",0
"Akron,","[443862.65625, 0, 0, 0, 0]",1
marching,"[370331.75, 0, 0, 0, 0]",1
band.,"[418081.28125, 0, 0, 0, 0]",1
this,"[384243.78125, 0, 0, 0, 0]",0
kind,"[375325.0, 0, 0, 0, 0]",0
of,"[375325.0, 0, 0, 0, 0]",0
transaction,"[366475.8125, 412665.65625, 0, 0, 0]",1
is,"[412665.65625, 357669.15625, 413125.65625, 365703.34375, 0]",0
referred,"[381741.75, 383291.21875, 0, 0, 0]",1
to,"[383291.21875, 0, 0, 0, 0]",0
as,"[345514.28125, 0, 0, 0, 0]",0
a,"[345514.28125, 0, 0, 0, 0]",0
spot,"[337564.40625, 376882.78125, 0, 0, 0]",1
transaction,"[376882.78125, 357253.65625, 432578.21875, 425823.0625, 0]",1
or,"[375464.1875, 343630.625, 396518.09375, 367709.5, 374770.03125]",0
simply,"[374770.03125, 382856.53125, 0, 0, 0]",1
spot.,"[382856.53125, 369553.21875, 0, 0, 0]",1
The,"[445736.0625, 0, 0, 0, 0]",0
large,"[445736.0625, 0, 0, 0, 0]",1
vein,"[435321.15625, 0, 0, 0, 0]",1
is,"[381876.65625, 396933.21875, 0, 0, 0]",0
formed,"[396933.21875, 0, 0, 0, 0]",1
by,"[396933.21875, 0, 0, 0, 0]",0
the,"[373062.09375, 0, 0, 0, 0]",0
brachial,"[373062.09375, 388583.59375, 0, 0, 0]",1
vein,"[388583.59375, 0, 0, 0, 0]",1
and,"[377174.53125, 369200.15625, 0, 0, 0]",0
the,"[393658.21875, 0, 0, 0, 0]",0
bacillic,"[393658.21875, 399708.65625, 0, 0, 0]",1
vein.,"[399708.65625, 0, 0, 0, 0]",1
Yanna,"[405651.25, 0, 0, 0, 0]",1
G's,"[395063.09375, 419159.65625, 0, 0, 0]",1
hobbies,"[419159.65625, 0, 0, 0, 0]",1
or,"[377126.6875, 348464.15625, 327069.4375, 0, 0]",0
hanging,"[327069.4375, 0, 0, 0, 0]",1
with,"[407197.65625, 0, 0, 0, 0]",0
friends,"[407197.65625, 343370.71875, 0, 0, 0]",1
and,"[358659.90625, 401542.5625, 392228.15625, 0, 0]",0
Nicario,"[392228.15625, 425097.9375, 0, 0, 0]",1
Kee.,"[391026.59375, 387190.875, 0, 0, 0]",1
In,"[468555.34375, 0, 0, 0, 0]",0
all,"[468555.34375, 0, 0, 0, 0]",0
other,"[424385.96875, 0, 0, 0, 0]",0
"instances,","[385141.65625, 385643.46875, 0, 0, 0]",1
the,"[384594.96875, 0, 0, 0, 0]",0
copula,"[377956.1875, 385792.5625, 0, 0, 0]",1
verb,"[385792.5625, 0, 0, 0, 0]",1
acts,"[385792.5625, 403066.625, 0, 0, 0]",1
regularly.,"[387702.71875, 354760.53125, 0, 0, 0]",1
There,"[406561.46875, 0, 0, 0, 0]",0
is,"[406561.46875, 0, 0, 0, 0]",0
a,"[375893.28125, 0, 0, 0, 0]",0
small,"[375893.28125, 368671.34375, 0, 0, 0]",1
weekly,"[370043.3125, 399520.46875, 0, 0, 0]",1
newspaper,"[417708.03125, 422431.34375, 0, 0, 0]",1
in,"[422431.34375, 374844.65625, 357159.71875, 0, 0]",0
the,"[347839.21875, 0, 0, 0, 0]",0
town,"[347839.21875, 407383.40625, 0, 0, 0]",1
called,"[407383.40625, 0, 0, 0, 0]",1
the,"[392975.84375, 0, 0, 0, 0]",0
Heaven,"[392975.84375, 0, 0, 0, 0]",1
on,"[422215.09375, 0, 0, 0, 0]",0
Ledger.,"[422215.09375, 377483.34375, 0, 0, 0]",1
The,"[391180.4375, 0, 0, 0, 0]",0
bus,"[391180.4375, 0, 0, 0, 0]",1
is,"[384890.4375, 0, 0, 0, 0]",0
sometimes,"[384890.4375, 440204.96875, 0, 0, 0]",1
staffed,"[440204.96875, 422729.46875, 0, 0, 0]",1
by,"[403975.28125, 0, 0, 0, 0]",0
promotions,"[422060.46875, 404870.875, 0, 0, 0]",1
per,"[384934.46875, 394699.53125, 0, 0, 0]",1
"now,","[394699.53125, 354807.75, 0, 0, 0]",1
giving,"[381864.75, 0, 0, 0, 0]",1
out,"[392037.1875, 0, 0, 0, 0]",0
free,"[392037.1875, 0, 0, 0, 0]",1
gifts.,"[381006.25, 0, 0, 0, 0]",1
The,"[330416.875, 379488.625, 0, 0, 0]",0
formation,"[409335.625, 419782.84375, 0, 0, 0]",1
lasted,"[419782.84375, 0, 0, 0, 0]",1
three,"[417844.3125, 384649.28125, 0, 0, 0]",1
years.,"[384649.28125, 446686.96875, 0, 0, 0]",1
They,"[364427.75, 398416.65625, 396488.15625, 0, 0]",0
were,"[396488.15625, 0, 0, 0, 0]",0
reported,"[410577.25, 466650.9375, 0, 0, 0]",1
to,"[466650.9375, 421161.6875, 0, 0, 0]",0
be,"[421161.6875, 0, 0, 0, 0]",0
one,"[399203.03125, 0, 0, 0, 0]",0
of,"[399203.03125, 0, 0, 0, 0]",0
the,"[399203.03125, 0, 0, 0, 0]",0
most,"[399203.03125, 0, 0, 0, 0]",0
rebellious,"[441640.53125, 401117.03125, 0, 0, 0]",1
tribes,"[420524.53125, 424607.0625, 0, 0, 0]",1
at,"[424607.0625, 429535.09375, 0, 0, 0]",0
the,"[429535.09375, 0, 0, 0, 0]",0
time.,"[436674.1875, 0, 0, 0, 0]",1
Several,"[382049.875, 408516.1875, 0, 0, 0]",1
names,"[408516.1875, 432037.96875, 0, 0, 0]",1
were,"[432037.96875, 0, 0, 0, 0]",0
suggested,"[391333.625, 386691.53125, 0, 0, 0]",1
for,"[386691.53125, 0, 0, 0, 0]",0
this,"[361638.28125, 0, 0, 0, 0]",0
specimen.,"[367269.90625, 423065.8125, 0, 0, 0]",1
The,"[448336.09375, 0, 0, 0, 0]",0
name,"[448336.09375, 0, 0, 0, 0]",1
was,"[405775.46875, 0, 0, 0, 0]",0
changed,"[405775.46875, 0, 0, 0, 0]",1
to,"[417414.53125, 0, 0, 0, 0]",0
Enron,"[387024.0625, 0, 0, 0, 0]",1
Corporation,"[363137.25, 405677.21875, 0, 0, 0]",1
just,"[405677.21875, 412987.40625, 0, 0, 0]",0
six,"[401986.53125, 0, 0, 0, 0]",1
months,"[374560.84375, 0, 0, 0, 0]",1
later.,"[374560.84375, 366019.0, 0, 0, 0]",1
There,"[422879.65625, 0, 0, 0, 0]",0
are,"[422879.65625, 0, 0, 0, 0]",0
some,"[356765.15625, 0, 0, 0, 0]",0
small,"[356765.15625, 0, 0, 0, 0]",1
differences,"[405663.25, 383876.78125, 0, 0, 0]",1
in,"[383876.78125, 0, 0, 0, 0]",0
orthography.,"[366592.25, 379332.09375, 0, 0, 0]",1
Queen,"[441860.15625, 0, 0, 0, 0]",1
Victoria,"[420750.15625, 388123.71875, 0, 0, 0]",1
has,"[388123.71875, 396372.71875, 0, 0, 0]",0
been,"[379334.0, 0, 0, 0, 0]",0
called,"[379334.0, 0, 0, 0, 0]",1
the,"[369565.40625, 362060.03125, 0, 0, 0]",0
Mother,"[362060.03125, 0, 0, 0, 0]",1
of,"[410193.59375, 419350.21875, 0, 0, 0]",0
Confederation.,"[419350.21875, 398392.78125, 368079.28125, 0, 0]",1
He,"[371697.90625, 0, 0, 0, 0]",0
now,"[371697.90625, 0, 0, 0, 0]",0
commits,"[377024.15625, 0, 0, 0, 0]",1
crimes,"[393409.15625, 370091.59375, 0, 0, 0]",1
which,"[370091.59375, 342691.625, 0, 0, 0]",0
centre,"[361737.4375, 372350.15625, 0, 0, 0]",1
around,"[372350.15625, 0, 0, 0, 0]",1
pennies.,"[372350.15625, 389170.125, 0, 0, 0]",1
It,"[436834.5, 0, 0, 0, 0]",0
is,"[436834.5, 0, 0, 0, 0]",0
the,"[428523.78125, 0, 0, 0, 0]",0
county,"[428523.78125, 0, 0, 0, 0]",1
seat,"[422809.46875, 402036.5625, 0, 0, 0]",1
of,"[402036.5625, 401783.34375, 0, 0, 0]",0
Blood,"[380265.40625, 0, 0, 0, 0]",1
and,"[405205.78125, 0, 0, 0, 0]",0
County.,"[405205.78125, 355930.03125, 0, 0, 0]",1
Combined,"[427210.71875, 443573.71875, 0, 0, 0]",1
"Syrian,","[443573.71875, 446824.3125, 0, 0, 0]",1
Iraqi,"[414777.0, 0, 0, 0, 0]",1
and,"[390628.375, 375542.3125, 0, 0, 0]",0
Jordanian,"[375542.3125, 408994.09375, 0, 0, 0]",1
"counterattacks,","[372768.53125, 403961.53125, 358598.59375, 0, 0]",1
prevented,"[355512.5, 0, 0, 0, 0]",1
any,"[407150.09375, 0, 0, 0, 0]",0
further,"[455219.84375, 373700.1875, 0, 0, 0]",0
Israeli,"[373700.1875, 384632.71875, 0, 0, 0]",1
gains.,"[396735.46875, 0, 0, 0, 0]",1
It,"[373762.78125, 0, 0, 0, 0]",0
refers,"[373762.78125, 0, 0, 0, 0]",0
to,"[372050.125, 0, 0, 0, 0]",0
a,"[429226.78125, 0, 0, 0, 0]",0
line,"[429226.78125, 0, 0, 0, 0]",1
consisting,"[412509.78125, 401227.71875, 0, 0, 0]",1
of,"[401227.71875, 0, 0, 0, 0]",0
four,"[351964.65625, 0, 0, 0, 0]",1
Iambic,"[351964.65625, 346370.34375, 0, 0, 0]",1
feet.,"[447695.0625, 0, 0, 0, 0]",1
and,"[392820.53125, 0, 0, 0, 0]",0
how,"[392820.53125, 0, 0, 0, 0]",0
odd,"[433157.21875, 0, 0, 0, 0]",1
the,"[404397.03125, 0, 0, 0, 0]",0
directions,"[404397.03125, 414899.5625, 0, 0, 0]",1
will,"[396396.375, 0, 0, 0, 0]",0
look.,"[396396.375, 0, 0, 0, 0]",1
He,"[394832.5, 0, 0, 0, 0]",0
was,"[394832.5, 0, 0, 0, 0]",0
educated,"[387745.9375, 0, 0, 0, 0]",1
at,"[405187.46875, 0, 0, 0, 0]",0
Harrow,"[409749.78125, 0, 0, 0, 0]",1
School,"[409749.78125, 0, 0, 0, 0]",1
and,"[440548.90625, 416156.75, 0, 0, 0]",0
Trinity,"[323118.15625, 0, 0, 0, 0]",1
College.,"[323118.15625, 364560.625, 0, 0, 0]",1
Cambridge.,"[373768.28125, 0, 0, 0, 0]",1
These,"[396781.90625, 0, 0, 0, 0]",0
underwater,"[407055.34375, 423720.5625, 0, 0, 0]",1
obstacles,"[423720.5625, 421951.25, 0, 0, 0]",1
altered,"[390004.15625, 420804.75, 0, 0, 0]",1
water,"[420804.75, 0, 0, 0, 0]",1
circulation,"[387164.28125, 412172.53125, 0, 0, 0]",1
patterns.,"[406778.15625, 388427.09375, 0, 0, 0]",1
The,"[458396.0625, 0, 0, 0, 0]",0
Naxratra,"[458396.0625, 467523.9375, 0, 0, 0]",1
symbol,"[511180.40625, 462518.75, 0, 0, 0]",1
is,"[462518.75, 458774.78125, 0, 0, 0]",0
a,"[438644.875, 0, 0, 0, 0]",0
coiled,"[438644.875, 435334.09375, 0, 0, 0]",1
serpent.,"[435334.09375, 408857.875, 0, 0, 0]",1
Others,"[377066.96875, 0, 0, 0, 0]",0
do,"[407749.34375, 0, 0, 0, 0]",0
not,"[407749.34375, 0, 0, 0, 0]",0
behave,"[409736.90625, 0, 0, 0, 0]",1
as,"[409736.90625, 0, 0, 0, 0]",0
"clearly,","[410647.53125, 0, 0, 0, 0]",1
like,"[379415.96875, 0, 0, 0, 0]",1
monosyllabic,"[379415.96875, 388790.875, 399161.46875, 0, 0]",1
diphthongs.,"[399161.46875, 366490.0625, 0, 0, 0]",1
the,"[395853.375, 0, 0, 0, 0]",0
Monday,"[395853.375, 0, 0, 0, 0]",1
night,"[464977.96875, 0, 0, 0, 0]",1
fight.,"[424421.78125, 363736.65625, 0, 0, 0]",1
Lift,"[367363.21875, 394970.21875, 0, 0, 0]",1
up,"[394970.21875, 0, 0, 0, 0]",0
to,"[387942.4375, 0, 0, 0, 0]",0
its,"[387942.4375, 0, 0, 0, 0]",0
billing.,"[406740.65625, 0, 0, 0, 0]",1
"Later,","[396593.96875, 357672.90625, 0, 0, 0]",1
liberal,"[357060.21875, 376527.3125, 0, 0, 0]",1
historians,"[376527.3125, 361250.5, 331249.28125, 0, 0]",1
would,"[331249.28125, 411243.84375, 0, 0, 0]",1
embellish,"[411243.84375, 413288.5625, 0, 0, 0]",1
this,"[419023.03125, 403088.96875, 0, 0, 0]",0
portrayal,"[403088.96875, 368163.71875, 0, 0, 0]",1
even,"[332407.6875, 383856.03125, 0, 0, 0]",1
more.,"[431366.03125, 0, 0, 0, 0]",1
During,"[412975.03125, 0, 0, 0, 0]",0
the,"[415270.53125, 0, 0, 0, 0]",0
"summer,","[415270.53125, 0, 0, 0, 0]",1
the,"[402760.0625, 0, 0, 0, 0]",0
males,"[402760.0625, 0, 0, 0, 0]",1
spend,"[402760.0625, 0, 0, 0, 0]",1
most,"[393230.0625, 0, 0, 0, 0]",0
of,"[358478.21875, 0, 0, 0, 0]",0
their,"[358478.21875, 0, 0, 0, 0]",0
time,"[368814.65625, 0, 0, 0, 0]",1
establishing,"[419911.25, 360876.0, 0, 0, 0]",1
their,"[360876.0, 0, 0, 0, 0]",1
territories.,"[384067.125, 398927.59375, 0, 0, 0]",1
A,"[426162.53125, 0, 0, 0, 0]",0
riot,"[426162.53125, 0, 0, 0, 0]",1
of,"[427482.3125, 427185.09375, 0, 0, 0]",0
"vegetation,","[427185.09375, 375801.53125, 0, 0, 0]",1
graze,"[367407.21875, 0, 0, 0, 0]",1
in,"[412610.15625, 0, 0, 0, 0]",0
Hell's,"[412610.15625, 0, 0, 0, 0]",1
"Canyon,","[395949.875, 0, 0, 0, 0]",1
wilderness.,"[393996.59375, 0, 0, 0, 0]",1
Most,"[411386.625, 422627.96875, 0, 0, 0]",0
are,"[422627.96875, 0, 0, 0, 0]",0
pre,"[385174.4375, 0, 0, 0, 0]",1
"-Victorian,","[385174.4375, 384120.78125, 0, 0, 0]",1
though,"[400780.8125, 0, 0, 0, 0]",1
a,"[412368.59375, 0, 0, 0, 0]",0
few,"[379642.59375, 0, 0, 0, 0]",0
are,"[379642.59375, 0, 0, 0, 0]",0
more,"[355184.09375, 0, 0, 0, 0]",0
recent.,"[355184.09375, 0, 0, 0, 0]",1
Hero,"[381086.0625, 0, 0, 0, 0]",1
